Code zone,Code zone (M49),Zone,Code Produit,Produit,Code Élément,Élément,Code édition,Édition,Unité,Y2017,Y2017F,Y2018,Y2018F,Y2019,Y2019F,Y2020,Y2020F,Y2021,Y2021F,Y2022,Y2022F
"112","'400","Jordanie","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","12U2024","Décembre 2024 (Mise à jour)","millions de No","1.3","E","1.3","E","1.4","E","1.6","E","1.5","E","1.5","E"
"108","'398","Kazakhstan","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","2.12","E","2.15","E","2.24","E","2.35","E","2.52","E","2.79","E"
"108","'398","Kazakhstan","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.43","E",,,,,,,"0.53","E",,
"108","'398","Kazakhstan","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.67","E",,,,,,,"0.67","E",,
"108","'398","Kazakhstan","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.47","E",,,,,,,"0.23","E",,
"108","'398","Kazakhstan","7010","Cost of vegetables","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.34","E",,,,,,,"0.3","E",,
"108","'398","Kazakhstan","7011","Cost of fruits","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.36","E",,,,,,,"0.62","E",,
"108","'398","Kazakhstan","7012","Cost of oils and fats","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.12","E",,,,,,,"0.17","E",,
"108","'398","Kazakhstan","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","7S2024","Juillet 2024 (rapport SOFI)","%","9.3","E","6.3","E","6.9","E","6.6","E","5.2","E","5.6","E"
"108","'398","Kazakhstan","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","12U2024","Décembre 2024 (Mise à jour)","%","9.3","E","6.3","E","6.9","E","6.6","E","5.2","E","5.6","E"
"108","'398","Kazakhstan","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","7S2024","Juillet 2024 (rapport SOFI)","millions de No","1.7","E","1.2","E","1.3","E","1.3","E","1","E","1.1","E"
"108","'398","Kazakhstan","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","12U2024","Décembre 2024 (Mise à jour)","millions de No","1.7","E","1.2","E","1.3","E","1.3","E","1","E","1.1","E"
"114","'404","Kenya","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","2.79","E","2.77","E","2.85","E","2.91","E","3.13","E","3.54","E"
"114","'404","Kenya","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.43","E",,,,,,,"0.64","E",,
"114","'404","Kenya","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.94","E",,,,,,,"1.2","E",,
"114","'404","Kenya","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.22","E",,,,,,,"0.31","E",,
"114","'404","Kenya","7010","Cost of vegetables","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.52","E",,,,,,,"0.35","E",,
"114","'404","Kenya","7011","Cost of fruits","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.57","E",,,,,,,"0.31","E",,
"114","'404","Kenya","7012","Cost of oils and fats","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.18","E",,,,,,,"0.32","E",,
"114","'404","Kenya","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","7S2024","Juillet 2024 (rapport SOFI)","%","71.7","E","72","E","73.7","E","77","E","78.8","E","79.2","E"
"114","'404","Kenya","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","12U2024","Décembre 2024 (Mise à jour)","%","71.7","E","72","E","73.7","E","77","E","78.8","E","79.2","E"
"114","'404","Kenya","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","7S2024","Juillet 2024 (rapport SOFI)","millions de No","35.1","E","36","E","37.5","E","40","E","41.8","E","42.8","E"
"114","'404","Kenya","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","12U2024","Décembre 2024 (Mise à jour)","millions de No","35.3","E","36.1","E","37.7","E","40.2","E","42","E","43","E"
"113","'417","Kirghizistan","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","3.23","E","3.19","E","3.25","E","3.46","E","3.81","E","4.2","E"
"113","'417","Kirghizistan","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.53","E",,,,,,,"0.68","E",,
"113","'417","Kirghizistan","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.8","E",,,,,,,"0.94","E",,
"113","'417","Kirghizistan","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.56","E",,,,,,,"0.4","E",,
"113","'417","Kirghizistan","7010","Cost of vegetables","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.45","E",,,,,,,"0.55","E",,
"113","'417","Kirghizistan","7011","Cost of fruits","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.47","E",,,,,,,"1.02","E",,
"113","'417","Kirghizistan","7012","Cost of oils and fats","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.17","E",,,,,,,"0.23","E",,
"113","'417","Kirghizistan","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","7S2024","Juillet 2024 (rapport SOFI)","%","40.9","E","34","E","31","E","41","E","36.7","E","35.9","E"
"113","'417","Kirghizistan","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","12U2024","Décembre 2024 (Mise à jour)","%","40.9","E","34","E","31","E","41","E","36.7","E","35.8","E"
"113","'417","Kirghizistan","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","7S2024","Juillet 2024 (rapport SOFI)","millions de No","2.5","E","2.1","E","2","E","2.6","E","2.4","E","2.4","E"
"113","'417","Kirghizistan","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","12U2024","Décembre 2024 (Mise à jour)","millions de No","2.5","E","2.2","E","2","E","2.7","E","2.5","E","2.5","E"
"83","'296","Kiribati","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,"O",,"O",,"O",,"O",,"O"
"83","'296","Kiribati","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"83","'296","Kiribati","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"83","'296","Kiribati","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"83","'296","Kiribati","7010","Cost of vegetables","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"83","'296","Kiribati","7011","Cost of fruits","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"83","'296","Kiribati","7012","Cost of oils and fats","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"83","'296","Kiribati","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","7S2024","Juillet 2024 (rapport SOFI)","%",,"O",,"O",,"O",,"O",,"O",,"O"
"83","'296","Kiribati","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","12U2024","Décembre 2024 (Mise à jour)","%",,"O",,"O",,"O",,"O",,"O",,"O"
"83","'296","Kiribati","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","7S2024","Juillet 2024 (rapport SOFI)","millions de No",,"O",,"O",,"O",,"O",,"O",,"O"
"83","'296","Kiribati","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","12U2024","Décembre 2024 (Mise à jour)","millions de No",,"O",,"O",,"O",,"O",,"O",,"O"
"118","'414","Koweït","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","2.17","E","2.21","E","2.25","E","2.34","E","2.59","E","2.89","E"
"118","'414","Koweït","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.25","E",,,,,,,"0.33","E",,
"118","'414","Koweït","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","1.02","E",,,,,,,"0.45","E",,
"118","'414","Koweït","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.33","E",,,,,,,"0.13","E",,
"118","'414","Koweït","7010","Cost of vegetables","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.92","E",,,,,,,"0.91","E",,
"118","'414","Koweït","7011","Cost of fruits","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.64","E",,,,,,,"0.61","E",,
"118","'414","Koweït","7012","Cost of oils and fats","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.17","E",,,,,,,"0.15","E",,
"118","'414","Koweït","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","7S2024","Juillet 2024 (rapport SOFI)","%",,"O",,"O",,"O",,"O",,"O",,"O"
"118","'414","Koweït","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","12U2024","Décembre 2024 (Mise à jour)","%",,"O",,"O",,"O",,"O",,"O",,"O"
"118","'414","Koweït","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","7S2024","Juillet 2024 (rapport SOFI)","millions de No",,"O",,"O",,"O",,"O",,"O",,"O"
"118","'414","Koweït","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","12U2024","Décembre 2024 (Mise à jour)","millions de No",,"O",,"O",,"O",,"O",,"O",,"O"
"122","'426","Lesotho","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","3.52","E","3.62","E","3.74","E","3.98","E","4.31","E","4.68","E"
"122","'426","Lesotho","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.46","E",,,,,,,"0.57","E",,
"122","'426","Lesotho","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","1.17","E",,,,,,,"1.33","E",,
"122","'426","Lesotho","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.36","E",,,,,,,"0.49","E",,
"122","'426","Lesotho","7010","Cost of vegetables","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.79","E",,,,,,,"0.96","E",,
"122","'426","Lesotho","7011","Cost of fruits","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.84","E",,,,,,,"0.64","E",,
"122","'426","Lesotho","7012","Cost of oils and fats","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.15","E",,,,,,,"0.32","E",,
"122","'426","Lesotho","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","7S2024","Juillet 2024 (rapport SOFI)","%","69.9","E","71","E","72.1","E","75.9","E","76.3","E","76.3","E"
"122","'426","Lesotho","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","12U2024","Décembre 2024 (Mise à jour)","%","69.9","E","71","E","72.1","E","75.9","E","76.3","E","76.3","E"
"122","'426","Lesotho","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","7S2024","Juillet 2024 (rapport SOFI)","millions de No","1.5","E","1.6","E","1.6","E","1.7","E","1.7","E","1.8","E"
"122","'426","Lesotho","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","12U2024","Décembre 2024 (Mise à jour)","millions de No","1.5","E","1.6","E","1.6","E","1.7","E","1.7","E","1.7","E"
"119","'428","Lettonie","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","3.04","E","3.03","E","3.19","E","3.28","E","3.35","E","3.97","E"
"119","'428","Lettonie","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.33","E",,,,,,,"0.45","E",,
"119","'428","Lettonie","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.79","E",,,,,,,"0.87","E",,
"119","'428","Lettonie","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.31","E",,,,,,,"0.34","E",,
"119","'428","Lettonie","7010","Cost of vegetables","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.92","E",,,,,,,"0.8","E",,
"119","'428","Lettonie","7011","Cost of fruits","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.65","E",,,,,,,"0.77","E",,
"119","'428","Lettonie","7012","Cost of oils and fats","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.11","E",,,,,,,"0.12","E",,
"119","'428","Lettonie","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","7S2024","Juillet 2024 (rapport SOFI)","%","27.1","E","21.3","E","18.1","E","16.9","E","14.2","E","12.7","E"
"119","'428","Lettonie","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","12U2024","Décembre 2024 (Mise à jour)","%","27.1","E","21.3","E","18.1","E","16.9","E","14.2","E","12.7","E"
"119","'428","Lettonie","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","7S2024","Juillet 2024 (rapport SOFI)","millions de No","0.5","E","0.4","E","0.3","E","0.3","E","0.3","E","0.2","E"
"119","'428","Lettonie","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","12U2024","Décembre 2024 (Mise à jour)","millions de No","0.5","E","0.4","E","0.3","E","0.3","E","0.3","E","0.2","E"
"121","'422","Liban","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","1.47","E","1.49","E","1.53","E","2.97","E","5.01","E","6.76","E"
"121","'422","Liban","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,"0.59","E",,
"121","'422","Liban","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,"1.76","E",,
"121","'422","Liban","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,"0.69","E",,
"121","'422","Liban","7010","Cost of vegetables","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,"0.56","E",,
"121","'422","Liban","7011","Cost of fruits","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,"1","E",,
"121","'422","Liban","7012","Cost of oils and fats","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,"0.4","E",,
"121","'422","Liban","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","7S2024","Juillet 2024 (rapport SOFI)","%",,"O",,"O",,"O","0.1","E","1.8","E","2.9","E"
"121","'422","Liban","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","12U2024","Décembre 2024 (Mise à jour)","%","<0.1","E","<0.1","E","<0.1","E","0.1","E","1.8","E","2.9","E"
"121","'422","Liban","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","7S2024","Juillet 2024 (rapport SOFI)","millions de No",,"O",,"O",,"O","<0.1","E","0.1","E","0.2","E"
"121","'422","Liban","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","12U2024","Décembre 2024 (Mise à jour)","millions de No","<0.1","E","<0.1","E","<0.1","E","<0.1","E","0.1","E","0.2","E"
"123","'430","Libéria","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","3.08","E","3.09","E","3.18","E","3.37","E","3.34","E","3.5","E"
"123","'430","Libéria","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","1.27","E",,,,,,,"0.66","E",,
"123","'430","Libéria","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.68","E",,,,,,,"1.02","E",,
"123","'430","Libéria","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.23","E",,,,,,,"0.25","E",,
"123","'430","Libéria","7010","Cost of vegetables","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.84","E",,,,,,,"0.94","E",,
"123","'430","Libéria","7011","Cost of fruits","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.9","E",,,,,,,"0.36","E",,
"123","'430","Libéria","7012","Cost of oils and fats","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.09","E",,,,,,,"0.1","E",,
"123","'430","Libéria","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","7S2024","Juillet 2024 (rapport SOFI)","%","64.5","E","63.9","E","66","E","69.9","E","66.3","E","64.1","E"
"123","'430","Libéria","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","12U2024","Décembre 2024 (Mise à jour)","%","64.5","E","63.9","E","66","E","69.9","E","66.3","E","64.1","E"
"123","'430","Libéria","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","7S2024","Juillet 2024 (rapport SOFI)","millions de No","3.1","E","3.1","E","3.3","E","3.6","E","3.4","E","3.4","E"
"123","'430","Libéria","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","12U2024","Décembre 2024 (Mise à jour)","millions de No","3.1","E","3.2","E","3.3","E","3.6","E","3.5","E","3.4","E"
"124","'434","Libye","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,"O",,"O",,"O",,"O",,"O"
"124","'434","Libye","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"124","'434","Libye","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"124","'434","Libye","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"124","'434","Libye","7010","Cost of vegetables","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"124","'434","Libye","7011","Cost of fruits","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"124","'434","Libye","7012","Cost of oils and fats","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day",,"O",,,,,,,,"O",,
"124","'434","Libye","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","7S2024","Juillet 2024 (rapport SOFI)","%",,"O",,"O",,"O",,"O",,"O",,"O"
"124","'434","Libye","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","12U2024","Décembre 2024 (Mise à jour)","%",,"O",,"O",,"O",,"O",,"O",,"O"
"124","'434","Libye","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","7S2024","Juillet 2024 (rapport SOFI)","millions de No",,"O",,"O",,"O",,"O",,"O",,"O"
"124","'434","Libye","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","12U2024","Décembre 2024 (Mise à jour)","millions de No",,"O",,"O",,"O",,"O",,"O",,"O"
"126","'440","Lituanie","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","2.85","E","2.87","E","3.04","E","3.07","E","3.15","E","3.72","E"
"126","'440","Lituanie","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.37","E",,,,,,,"0.42","E",,
"126","'440","Lituanie","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.7","E",,,,,,,"0.79","E",,
"126","'440","Lituanie","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.34","E",,,,,,,"0.35","E",,
"126","'440","Lituanie","7010","Cost of vegetables","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.83","E",,,,,,,"0.89","E",,
"126","'440","Lituanie","7011","Cost of fruits","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.67","E",,,,,,,"0.62","E",,
"126","'440","Lituanie","7012","Cost of oils and fats","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.09","E",,,,,,,"0.09","E",,
"126","'440","Lituanie","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","7S2024","Juillet 2024 (rapport SOFI)","%","21.3","E","16.7","E","13.1","E","9","E","8.9","E","9","E"
"126","'440","Lituanie","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","12U2024","Décembre 2024 (Mise à jour)","%","21.3","E","16.7","E","13.1","E","9","E","8.9","E","9","E"
"126","'440","Lituanie","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","7S2024","Juillet 2024 (rapport SOFI)","millions de No","0.6","E","0.5","E","0.4","E","0.3","E","0.2","E","0.2","E"
"126","'440","Lituanie","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","12U2024","Décembre 2024 (Mise à jour)","millions de No","0.6","E","0.5","E","0.4","E","0.3","E","0.2","E","0.3","E"
"256","'442","Luxembourg","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","2.46","E","2.59","E","2.62","E","2.62","E","2.7","E","2.99","E"
"256","'442","Luxembourg","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.21","E",,,,,,,"0.26","E",,
"256","'442","Luxembourg","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.66","E",,,,,,,"0.54","E",,
"256","'442","Luxembourg","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.28","E",,,,,,,"0.33","E",,
"256","'442","Luxembourg","7010","Cost of vegetables","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.53","E",,,,,,,"0.73","E",,
"256","'442","Luxembourg","7011","Cost of fruits","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.76","E",,,,,,,"0.78","E",,
"256","'442","Luxembourg","7012","Cost of oils and fats","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.06","E",,,,,,,"0.06","E",,
"256","'442","Luxembourg","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","7S2024","Juillet 2024 (rapport SOFI)","%","2.6","E","2.1","E","1.2","E","0.6","E","1.9","E","1.9","E"
"256","'442","Luxembourg","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","12U2024","Décembre 2024 (Mise à jour)","%","2.6","E","2.1","E","1.2","E","0.6","E","1.9","E","1.9","E"
"256","'442","Luxembourg","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","7S2024","Juillet 2024 (rapport SOFI)","millions de No","<0.1","E","<0.1","E","<0.1","E","<0.1","E","<0.1","E","<0.1","E"
"256","'442","Luxembourg","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","12U2024","Décembre 2024 (Mise à jour)","millions de No","<0.1","E","<0.1","E","<0.1","E","<0.1","E","<0.1","E","<0.1","E"
"154","'807","Macédoine du Nord","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","3.29","E","3.3","E","3.48","E","3.51","E","3.86","E","4.6","E"
"154","'807","Macédoine du Nord","7007","Cost of starchy staples","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.52","E",,,,,,,"0.55","E",,
"154","'807","Macédoine du Nord","7008","Cost of animal source foods","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.95","E",,,,,,,"1.18","E",,
"154","'807","Macédoine du Nord","7009","Cost of legumes, nuts and seeds","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.35","E",,,,,,,"0.44","E",,
"154","'807","Macédoine du Nord","7010","Cost of vegetables","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.71","E",,,,,,,"0.77","E",,
"154","'807","Macédoine du Nord","7011","Cost of fruits","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.64","E",,,,,,,"0.78","E",,
"154","'807","Macédoine du Nord","7012","Cost of oils and fats","6226","Valeur","7S2024","Juillet 2024 (rapport SOFI)","PPP dollar per person per day","0.15","E",,,,,,,"0.15","E",,
"154","'807","Macédoine du Nord","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","7S2024","Juillet 2024 (rapport SOFI)","%","23.9","E","21.1","E","19.7","E","21.5","E","19","E","19.4","E"
"154","'807","Macédoine du Nord","7005","Prevalence of unaffordability (PUA), percent","6121","Valeur","12U2024","Décembre 2024 (Mise à jour)","%","23.9","E","21.1","E","19.7","E","21.5","E","19","E","19.4","E"
"154","'807","Macédoine du Nord","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","7S2024","Juillet 2024 (rapport SOFI)","millions de No","0.5","E","0.4","E","0.4","E","0.5","E","0.4","E","0.4","E"
"154","'807","Macédoine du Nord","7006","Number of people unable to afford a healthy diet (NUA), million","6132","Valeur","12U2024","Décembre 2024 (Mise à jour)","millions de No","0.5","E","0.4","E","0.4","E","0.4","E","0.4","E","0.4","E"
